"Year","Location Description","Data Source","Topic Description","Measure Description","Sub-Measure","Data Value Type","Data Value"
"2008","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.770"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.093"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","69.700"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","28.300"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","300944734.000"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.868"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","71.300"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.000"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","306392438.000"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.783"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","70.100"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.700"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","299086407.000"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.761"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","69.900"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.800"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","296060429.000"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.813"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","71.000"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.400"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","298473027.000"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.951"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","75.300"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","29.400"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","293464555.000"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
